date,vehicle_type,manufacturer,registrations
2022-01-15,2W,Ather,4028
2022-01-15,3W,Bajaj,384
2022-01-15,3W,Piaggio,262
2022-01-15,3W,Mahindra,516
2022-01-15,3W,TVS,498
2022-01-15,3W,Atul,482
2022-01-15,3W,Kinetic,735
2022-01-15,4W,Maruti Suzuki,1141
2022-01-15,4W,Hyundai,1135
2022-01-15,4W,Tata Motors,980
2022-01-15,4W,Mahindra,483
2022-01-15,4W,Kia,846
2022-01-15,4W,Toyota,552
2022-01-15,4W,Honda,1504
2022-01-15,4W,MG,773
2022-01-15,4W,Skoda,658
2022-01-15,4W,Volkswagen,905
2022-01-16,2W,Hero,5598
2022-01-16,2W,Honda,4274
2022-01-16,2W,TVS,4817
2022-01-16,2W,Bajaj,5367
2022-01-16,2W,Royal Enfield,6368
2022-01-16,2W,Yamaha,3183
2022-01-16,2W,Suzuki,2083
2022-01-16,2W,Ola Electric,6379
2022-01-16,2W,Ather,3451
2022-01-16,3W,Bajaj,524
2022-01-16,3W,Piaggio,225
2022-01-16,3W,Mahindra,505
2022-01-16,3W,TVS,375
2022-01-16,3W,Atul,512
2022-01-16,3W,Kinetic,379
2022-01-16,4W,Maruti Suzuki,643
2022-01-16,4W,Hyundai,855
2022-01-16,4W,Tata Motors,868
2022-01-16,4W,Mahindra,1358
2022-01-16,4W,Kia,1139
2022-01-16,4W,Toyota,850
2022-01-16,4W,Honda,551
2022-01-16,4W,MG,449
2022-01-16,4W,Skoda,403
2022-01-16,4W,Volkswagen,666
2022-01-17,2W,Hero,10384
2022-01-17,2W,Honda,9545
2022-01-17,2W,TVS,10181
2022-01-17,2W,Bajaj,6849
2022-01-17,2W,Royal Enfield,9073
2022-01-17,2W,Yamaha,5334
2022-01-17,2W,Suzuki,6900
2022-01-17,2W,Ola Electric,3351
2022-01-17,2W,Ather,4857
2022-01-17,3W,Bajaj,952
2022-01-17,3W,Piaggio,842
2022-01-17,3W,Mahindra,908
2022-01-17,3W,TVS,610
2022-01-17,3W,Atul,566
2022-01-17,3W,Kinetic,703
2022-01-17,4W,Maruti Suzuki,793
2022-01-17,4W,Hyundai,898
2022-01-17,4W,Tata Motors,1985
2022-01-17,4W,Mahindra,1900
2022-01-17,4W,Kia,2365
2022-01-17,4W,Toyota,1781
2022-01-17,4W,Honda,1035
2022-01-17,4W,MG,1317
2022-01-17,4W,Skoda,1136
2022-01-17,4W,Volkswagen,1481
2022-01-18,2W,Hero,6141
2022-01-18,2W,Honda,7625
2022-01-18,2W,TVS,4533
2022-01-18,2W,Bajaj,8520
2022-01-18,2W,Royal Enfield,4276
2022-01-18,2W,Yamaha,8234
2022-01-18,2W,Suzuki,10897
2022-01-18,2W,Ola Electric,7808
2022-01-18,2W,Ather,7435
2022-01-18,3W,Bajaj,1155
2022-01-18,3W,Piaggio,721
2022-01-18,3W,Mahindra,1025
2022-01-18,3W,TVS,945
2022-01-18,3W,Atul,951
2022-01-18,3W,Kinetic,770
2022-01-18,4W,Maruti Suzuki,1306
2022-01-18,4W,Hyundai,1588
2022-01-18,4W,Tata Motors,1676
2022-01-18,4W,Mahindra,2328
2022-01-18,4W,Kia,2119
2022-01-18,4W,Toyota,1710
2022-01-18,4W,Honda,1850
2022-01-18,4W,MG,1157
2022-01-18,4W,Skoda,2038
2022-01-18,4W,Volkswagen,1054
2022-01-19,2W,Hero,6057
2022-01-19,2W,Honda,5343
2022-01-19,2W,TVS,6615
2022-01-19,2W,Bajaj,9645
2022-01-19,2W,Royal Enfield,5165
2022-01-19,2W,Yamaha,12469
2022-01-19,2W,Suzuki,11655
2022-01-19,2W,Ola Electric,4803
2022-01-19,2W,Ather,9300
2022-01-19,3W,Bajaj,1013
2022-01-19,3W,Piaggio,1176
2022-01-19,3W,Mahindra,603
2022-01-19,3W,TVS,529
2022-01-19,3W,Atul,948
2022-01-19,3W,Kinetic,872
2022-01-19,4W,Maruti Suzuki,1133
2022-01-19,4W,Hyundai,1421
2022-01-19,4W,Tata Motors,1230
2022-01-19,4W,Mahindra,2378
2022-01-19,4W,Kia,1554
2022-01-19,4W,Toyota,1401
2022-01-19,4W,Honda,1750
2022-01-19,4W,MG,880
2022-01-19,4W,Skoda,2361
2022-01-19,4W,Volkswagen,1831
2022-01-20,2W,Hero,12631
2022-01-20,2W,Honda,7155
2022-01-20,2W,TVS,11015
2022-01-20,2W,Bajaj,7801
2022-01-20,2W,Royal Enfield,9593
2022-01-20,2W,Yamaha,6026
2022-01-20,2W,Suzuki,8391
2022-01-20,2W,Ola Electric,6884
2022-01-20,2W,Ather,10617
2022-01-20,3W,Bajaj,479
2022-01-20,3W,Piaggio,392
2022-01-20,3W,Mahindra,790
2022-01-20,3W,TVS,829
2022-01-20,3W,Atul,779
2022-01-20,3W,Kinetic,999
2022-01-20,4W,Maruti Suzuki,1325
2022-01-20,4W,Hyundai,1455
2022-01-20,4W,Tata Motors,2117
2022-01-20,4W,Mahindra,2700
2022-01-20,4W,Kia,1805
2022-01-20,4W,Toyota,1658
2022-01-20,4W,Honda,1034
2022-01-20,4W,MG,2237
2022-01-20,4W,Skoda,823
2022-01-20,4W,Volkswagen,2098
2022-01-21,2W,Hero,6829
2022-01-21,2W,Honda,5892
2022-01-21,2W,TVS,5631
2022-01-21,2W,Bajaj,6038
2022-01-21,2W,Royal Enfield,8432
2022-01-21,2W,Yamaha,8815
2022-01-21,2W,Suzuki,4993
2022-01-21,2W,Ola Electric,8035
2022-01-21,2W,Ather,10643
2022-01-21,3W,Bajaj,603
2022-01-21,3W,Piaggio,666
2022-01-21,3W,Mahindra,443
2022-01-21,3W,TVS,345
2022-01-21,3W,Atul,387
2022-01-21,3W,Kinetic,712
2022-01-21,4W,Maruti Suzuki,1905
2022-01-21,4W,Hyundai,1428
2022-01-21,4W,Tata Motors,1472
2022-01-21,4W,Mahindra,1976
2022-01-21,4W,Kia,966
2022-01-21,4W,Toyota,2359
2022-01-21,4W,Honda,1000
2022-01-21,4W,MG,1323
2022-01-21,4W,Skoda,1094
2022-01-21,4W,Volkswagen,1633
2022-01-22,2W,Hero,2600
2022-01-22,2W,Honda,5207
2022-01-22,2W,TVS,2655
2022-01-22,2W,Bajaj,6898
2022-01-22,2W,Royal Enfield,2878
2022-01-22,2W,Yamaha,7389
2022-01-22,2W,Suzuki,5893
2022-01-22,2W,Ola Electric,3971
2022-01-22,2W,Ather,3973
2022-01-22,3W,Bajaj,718
2022-01-22,3W,Piaggio,384
2022-01-22,3W,Mahindra,409
2022-01-22,3W,TVS,410
2022-01-22,3W,Atul,317
2022-01-22,3W,Kinetic,272
2022-01-22,4W,Maruti Suzuki,1007
2022-01-22,4W,Hyundai,709
2022-01-22,4W,Tata Motors,498
2022-01-22,4W,Mahindra,1177
2022-01-22,4W,Kia,732
2022-01-22,4W,Toyota,597
2022-01-22,4W,Honda,825
2022-01-22,4W,MG,1142
2022-01-22,4W,Skoda,1204
2022-01-22,4W,Volkswagen,996
2022-01-23,2W,Hero,3953
2022-01-23,2W,Honda,2589
2022-01-23,2W,TVS,4494
2022-01-23,2W,Bajaj,2312
2022-01-23,2W,Royal Enfield,6664
2022-01-23,2W,Yamaha,5973
2022-01-23,2W,Suzuki,4964
2022-01-23,2W,Ola Electric,5452
2022-01-23,2W,Ather,2722
2022-01-23,3W,Bajaj,436
2022-01-23,3W,Piaggio,229
2022-01-23,3W,Mahindra,192
2022-01-23,3W,TVS,788
2022-01-23,3W,Atul,305
2022-01-23,3W,Kinetic,452
2022-01-23,4W,Maruti Suzuki,605
2022-01-23,4W,Hyundai,1034
2022-01-23,4W,Tata Motors,796
2022-01-23,4W,Mahindra,1108
2022-01-23,4W,Kia,617
2022-01-23,4W,Toyota,1055
2022-01-23,4W,Honda,1126
2022-01-23,4W,MG,1416
2022-01-23,4W,Skoda,821
2022-01-23,4W,Volkswagen,758
2022-01-24,2W,Hero,9775
2022-01-24,2W,Honda,11148
2022-01-24,2W,TVS,5014
2022-01-24,2W,Bajaj,11847
2022-01-24,2W,Royal Enfield,11198
2022-01-24,2W,Yamaha,5693
2022-01-24,2W,Suzuki,10438
2022-01-24,2W,Ola Electric,3589
2022-01-24,2W,Ather,4948
2022-01-24,3W,Bajaj,592
2022-01-24,3W,Piaggio,594
2022-01-24,3W,Mahindra,608
2022-01-24,3W,TVS,1011
2022-01-24,3W,Atul,482
2022-01-24,3W,Kinetic,941
2022-01-24,4W,Maruti Suzuki,1861
2022-01-24,4W,Hyundai,2068
2022-01-24,4W,Tata Motors,892
2022-01-24,4W,Mahindra,1988
2022-01-24,4W,Kia,981
2022-01-24,4W,Toyota,1555
2022-01-24,4W,Honda,1395
2022-01-24,4W,MG,1675
2022-01-24,4W,Skoda,1916
2022-01-24,4W,Volkswagen,1550
2022-01-25,2W,Hero,13141
2022-01-25,2W,Honda,10022
2022-01-25,2W,TVS,6496
2022-01-25,2W,Bajaj,8970
2022-01-25,2W,Royal Enfield,6725
2022-01-25,2W,Yamaha,18422
2022-01-25,2W,Suzuki,8121
2022-01-25,2W,Ola Electric,5379
2022-01-25,2W,Ather,3245
2022-01-25,3W,Bajaj,881
2022-01-25,3W,Piaggio,602
2022-01-25,3W,Mahindra,1023
2022-01-25,3W,TVS,584
2022-01-25,3W,Atul,1034
2022-01-25,3W,Kinetic,767
2022-01-25,4W,Maruti Suzuki,1596
2022-01-25,4W,Hyundai,1936
2022-01-25,4W,Tata Motors,1244
2022-01-25,4W,Mahindra,1571
2022-01-25,4W,Kia,1815
2022-01-25,4W,Toyota,1625
2022-01-25,4W,Honda,1877
2022-01-25,4W,MG,1753
2022-01-25,4W,Skoda,1939
2022-01-25,4W,Volkswagen,1207
2022-01-26,2W,Hero,10620
2022-01-26,2W,Honda,11034
2022-01-26,2W,TVS,5229
2022-01-26,2W,Bajaj,4270
2022-01-26,2W,Royal Enfield,8092
2022-01-26,2W,Yamaha,10396
2022-01-26,2W,Suzuki,5794
2022-01-26,2W,Ola Electric,10383
2022-01-26,2W,Ather,11147
2022-01-26,3W,Bajaj,965
2022-01-26,3W,Piaggio,1031
2022-01-26,3W,Mahindra,862
2022-01-26,3W,TVS,393
2022-01-26,3W,Atul,917
2022-01-26,3W,Kinetic,795
2022-01-26,4W,Maruti Suzuki,1976
2022-01-26,4W,Hyundai,916
2022-01-26,4W,Tata Motors,987
2022-01-26,4W,Mahindra,1163
2022-01-26,4W,Kia,1462
2022-01-26,4W,Toyota,2298
2022-01-26,4W,Honda,1645
2022-01-26,4W,MG,2385
2022-01-26,4W,Skoda,1181
2022-01-26,4W,Volkswagen,1941
2022-01-27,2W,Hero,8139
2022-01-27,2W,Honda,7377
2022-01-27,2W,TVS,5452
2022-01-27,2W,Bajaj,4512
2022-01-27,2W,Royal Enfield,10547
2022-01-27,2W,Yamaha,5750
2022-01-27,2W,Suzuki,8742
2022-01-27,2W,Ola Electric,7357
2022-01-27,2W,Ather,8409
2022-01-27,3W,Bajaj,885
2022-01-27,3W,Piaggio,665
2022-01-27,3W,Mahindra,1234
2022-01-27,3W,TVS,604
2022-01-27,3W,Atul,1330
2022-01-27,3W,Kinetic,1130
2022-01-27,4W,Maruti Suzuki,1716
2022-01-27,4W,Hyundai,2109
2022-01-27,4W,Tata Motors,1408
2022-01-27,4W,Mahindra,1465
2022-01-27,4W,Kia,1151
2022-01-27,4W,Toyota,855
2022-01-27,4W,Honda,1791
2022-01-27,4W,MG,1496
2022-01-27,4W,Skoda,2565
2022-01-27,4W,Volkswagen,2242
2022-01-28,2W,Hero,7164
2022-01-28,2W,Honda,8848
2022-01-28,2W,TVS,6481
2022-01-28,2W,Bajaj,11649
2022-01-28,2W,Royal Enfield,4919
2022-01-28,2W,Yamaha,5006
2022-01-28,2W,Suzuki,6322
2022-01-28,2W,Ola Electric,6246
2022-01-28,2W,Ather,13473
2022-01-28,3W,Bajaj,801
2022-01-28,3W,Piaggio,345
2022-01-28,3W,Mahindra,885
2022-01-28,3W,TVS,1041
2022-01-28,3W,Atul,812
2022-01-28,3W,Kinetic,767
2022-01-28,4W,Maruti Suzuki,1963
2022-01-28,4W,Hyundai,1563
2022-01-28,4W,Tata Motors,923
2022-01-28,4W,Mahindra,2003
2022-01-28,4W,Kia,2189
2022-01-28,4W,Toyota,1829
2022-01-28,4W,Honda,2513
2022-01-28,4W,MG,1822
2022-01-28,4W,Skoda,1823
2022-01-28,4W,Volkswagen,2518
2022-01-29,2W,Hero,4966
2022-01-29,2W,Honda,5032
2022-01-29,2W,TVS,4007
2022-01-29,2W,Bajaj,2927
2022-01-29,2W,Royal Enfield,4223
2022-01-29,2W,Yamaha,2990
2022-01-29,2W,Suzuki,6851
2022-01-29,2W,Ola Electric,7666
2022-01-29,2W,Ather,2343
2022-01-29,3W,Bajaj,506
2022-01-29,3W,Piaggio,556
2022-01-29,3W,Mahindra,556
2022-01-29,3W,TVS,523
2022-01-29,3W,Atul,283
2022-01-29,3W,Kinetic,298
2022-01-29,4W,Maruti Suzuki,899
2022-01-29,4W,Hyundai,1089
2022-01-29,4W,Tata Motors,805
2022-01-29,4W,Mahindra,719
2022-01-29,4W,Kia,648
2022-01-29,4W,Toyota,598
2022-01-29,4W,Honda,1136
2022-01-29,4W,MG,889
2022-01-29,4W,Skoda,1272
2022-01-29,4W,Volkswagen,713
2022-01-30,2W,Hero,3697
2022-01-30,2W,Honda,2253
2022-01-30,2W,TVS,2477
2022-01-30,2W,Bajaj,5640
2022-01-30,2W,Royal Enfield,4206
2022-01-30,2W,Yamaha,4692
2022-01-30,2W,Suzuki,6582
2022-01-30,2W,Ola Electric,5728
2022-01-30,2W,Ather,6617
2022-01-30,3W,Bajaj,459
2022-01-30,3W,Piaggio,289
2022-01-30,3W,Mahindra,800
2022-01-30,3W,TVS,488
2022-01-30,3W,Atul,388
2022-01-30,3W,Kinetic,547
2022-01-30,4W,Maruti Suzuki,1217
2022-01-30,4W,Hyundai,1341
2022-01-30,4W,Tata Motors,644
2022-01-30,4W,Mahindra,1555
2022-01-30,4W,Kia,1329
2022-01-30,4W,Toyota,888
2022-01-30,4W,Honda,659
2022-01-30,4W,MG,962
2022-01-30,4W,Skoda,647
2022-01-30,4W,Volkswagen,1235
2022-01-31,2W,Hero,13376
2022-01-31,2W,Honda,12862
2022-01-31,2W,TVS,6974
2022-01-31,2W,Bajaj,8555
2022-01-31,2W,Royal Enfield,4171
2022-01-31,2W,Yamaha,6134
2022-01-31,2W,Suzuki,6263
2022-01-31,2W,Ola Electric,10434
2022-01-31,2W,Ather,11371
2022-01-31,3W,Bajaj,671
2022-01-31,3W,Piaggio,706
2022-01-31,3W,Mahindra,906
2022-01-31,3W,TVS,1125
2022-01-31,3W,Atul,533
2022-01-31,3W,Kinetic,831
2022-01-31,4W,Maruti Suzuki,1051
2022-01-31,4W,Hyundai,1116
2022-01-31,4W,Tata Motors,968
2022-01-31,4W,Mahindra,1612
2022-01-31,4W,Kia,2091
2022-01-31,4W,Toyota,1095
2022-01-31,4W,Honda,1049
2022-01-31,4W,MG,1221
2022-01-31,4W,Skoda,2086
2022-01-31,4W,Volkswagen,904
2022-02-01,2W,Hero,9851
2022-02-01,2W,Honda,10960
2022-02-01,2W,TVS,3984
2022-02-01,2W,Bajaj,9507
2022-02-01,2W,Royal Enfield,8928
2022-02-01,2W,Yamaha,7731
2022-02-01,2W,Suzuki,6094
2022-02-01,2W,Ola Electric,10649
2022-02-01,2W,Ather,10372
2022-02-01,3W,Bajaj,749
2022-02-01,3W,Piaggio,980
2022-02-01,3W,Mahindra,529
2022-02-01,3W,TVS,807
2022-02-01,3W,Atul,876
2022-02-01,3W,Kinetic,822
2022-02-01,4W,Maruti Suzuki,2156
2022-02-01,4W,Hyundai,2031
2022-02-01,4W,Tata Motors,2363
2022-02-01,4W,Mahindra,1555
2022-02-01,4W,Kia,1772
2022-02-01,4W,Toyota,2091
2022-02-01,4W,Honda,961
2022-02-01,4W,MG,1679
2022-02-01,4W,Skoda,1359
2022-02-01,4W,Volkswagen,1492
2022-02-02,2W,Hero,10300
2022-02-02,2W,Honda,8432
2022-02-02,2W,TVS,5497
2022-02-02,2W,Bajaj,8879
2022-02-02,2W,Royal Enfield,4768
2022-02-02,2W,Yamaha,6284
2022-02-02,2W,Suzuki,9276
2022-02-02,2W,Ola Electric,11919
2022-02-02,2W,Ather,10852
2022-02-02,3W,Bajaj,1280
2022-02-02,3W,Piaggio,866
2022-02-02,3W,Mahindra,414
2022-02-02,3W,TVS,1086
2022-02-02,3W,Atul,825
2022-02-02,3W,Kinetic,497
2022-02-02,4W,Maruti Suzuki,1776
2022-02-02,4W,Hyundai,1374
2022-02-02,4W,Tata Motors,1407
2022-02-02,4W,Mahindra,1858
2022-02-02,4W,Kia,1203
2022-02-02,4W,Toyota,2121
2022-02-02,4W,Honda,1657
2022-02-02,4W,MG,1478
2022-02-02,4W,Skoda,1083
2022-02-02,4W,Volkswagen,2127
2022-02-03,2W,Hero,9395
2022-02-03,2W,Honda,5388
2022-02-03,2W,TVS,9013
2022-02-03,2W,Bajaj,7562
2022-02-03,2W,Royal Enfield,6063
2022-02-03,2W,Yamaha,6231
2022-02-03,2W,Suzuki,8172
2022-02-03,2W,Ola Electric,6505
2022-02-03,2W,Ather,8572
2022-02-03,3W,Bajaj,1317
2022-02-03,3W,Piaggio,670
2022-02-03,3W,Mahindra,1221
2022-02-03,3W,TVS,652
2022-02-03,3W,Atul,724
2022-02-03,3W,Kinetic,1247
2022-02-03,4W,Maruti Suzuki,2010
2022-02-03,4W,Hyundai,1642
2022-02-03,4W,Tata Motors,1410
2022-02-03,4W,Mahindra,820
2022-02-03,4W,Kia,1241
2022-02-03,4W,Toyota,1732
2022-02-03,4W,Honda,853
2022-02-03,4W,MG,1133
2022-02-03,4W,Skoda,1257
2022-02-03,4W,Volkswagen,2017
2022-02-04,2W,Hero,10525
2022-02-04,2W,Honda,7815
2022-02-04,2W,TVS,4111
2022-02-04,2W,Bajaj,12425
2022-02-04,2W,Royal Enfield,8920
2022-02-04,2W,Yamaha,7612
2022-02-04,2W,Suzuki,7712
2022-02-04,2W,Ola Electric,9886
2022-02-04,2W,Ather,10699
2022-02-04,3W,Bajaj,681
2022-02-04,3W,Piaggio,770
2022-02-04,3W,Mahindra,579
2022-02-04,3W,TVS,440
2022-02-04,3W,Atul,918
2022-02-04,3W,Kinetic,562
2022-02-04,4W,Maruti Suzuki,1323
2022-02-04,4W,Hyundai,1452
2022-02-04,4W,Tata Motors,1693
2022-02-04,4W,Mahindra,1494
2022-02-04,4W,Kia,1228
2022-02-04,4W,Toyota,2043
2022-02-04,4W,Honda,1127
2022-02-04,4W,MG,1512
2022-02-04,4W,Skoda,1470
2022-02-04,4W,Volkswagen,2546
2022-02-05,2W,Hero,2624
2022-02-05,2W,Honda,5861
2022-02-05,2W,TVS,5983
2022-02-05,2W,Bajaj,3085
2022-02-05,2W,Royal Enfield,6094
2022-02-05,2W,Yamaha,5093
2022-02-05,2W,Suzuki,6681
2022-02-05,2W,Ola Electric,6024
2022-02-05,2W,Ather,5101
2022-02-05,3W,Bajaj,479
2022-02-05,3W,Piaggio,734
2022-02-05,3W,Mahindra,465
2022-02-05,3W,TVS,686
2022-02-05,3W,Atul,882
2022-02-05,3W,Kinetic,596
2022-02-05,4W,Maruti Suzuki,847
2022-02-05,4W,Hyundai,677
2022-02-05,4W,Tata Motors,1369
2022-02-05,4W,Mahindra,1062
2022-02-05,4W,Kia,610
2022-02-05,4W,Toyota,828
2022-02-05,4W,Honda,668
2022-02-05,4W,MG,1324
2022-02-05,4W,Skoda,1506
2022-02-05,4W,Volkswagen,987
2022-02-06,2W,Hero,3055
2022-02-06,2W,Honda,3047
2022-02-06,2W,TVS,2885
2022-02-06,2W,Bajaj,2555
2022-02-06,2W,Royal Enfield,5284
2022-02-06,2W,Yamaha,3622
2022-02-06,2W,Suzuki,5668
2022-02-06,2W,Ola Electric,6711
2022-02-06,2W,Ather,5887
2022-02-06,3W,Bajaj,412
2022-02-06,3W,Piaggio,599
2022-02-06,3W,Mahindra,710
2022-02-06,3W,TVS,584
2022-02-06,3W,Atul,374
2022-02-06,3W,Kinetic,558
2022-02-06,4W,Maruti Suzuki,736
2022-02-06,4W,Hyundai,749
2022-02-06,4W,Tata Motors,1128
2022-02-06,4W,Mahindra,1276
2022-02-06,4W,Kia,1324
2022-02-06,4W,Toyota,435
2022-02-06,4W,Honda,857
2022-02-06,4W,MG,976
2022-02-06,4W,Skoda,1243
2022-02-06,4W,Volkswagen,1175
2022-02-07,2W,Hero,8746
2022-02-07,2W,Honda,7302
2022-02-07,2W,TVS,6541
2022-02-07,2W,Bajaj,10927
2022-02-07,2W,Royal Enfield,7142
2022-02-07,2W,Yamaha,10955
2022-02-07,2W,Suzuki,12488
2022-02-07,2W,Ola Electric,5011
2022-02-07,2W,Ather,10979
2022-02-07,3W,Bajaj,716
2022-02-07,3W,Piaggio,1073
2022-02-07,3W,Mahindra,506
2022-02-07,3W,TVS,1128
2022-02-07,3W,Atul,573
2022-02-07,3W,Kinetic,643
2022-02-07,4W,Maruti Suzuki,2295
2022-02-07,4W,Hyundai,2619
2022-02-07,4W,Tata Motors,1215
2022-02-07,4W,Mahindra,1659
2022-02-07,4W,Kia,1467
2022-02-07,4W,Toyota,1747
2022-02-07,4W,Honda,2001
2022-02-07,4W,MG,1459
2022-02-07,4W,Skoda,2569
2022-02-07,4W,Volkswagen,1829
2022-02-08,2W,Hero,13090
2022-02-08,2W,Honda,7358
2022-02-08,2W,TVS,4571
2022-02-08,2W,Bajaj,6375
2022-02-08,2W,Royal Enfield,9507
2022-02-08,2W,Yamaha,6800
2022-02-08,2W,Suzuki,8897
2022-02-08,2W,Ola Electric,4263
2022-02-08,2W,Ather,9742
2022-02-08,3W,Bajaj,1053
2022-02-08,3W,Piaggio,478
2022-02-08,3W,Mahindra,608
2022-02-08,3W,TVS,844
2022-02-08,3W,Atul,543
2022-02-08,3W,Kinetic,527
2022-02-08,4W,Maruti Suzuki,1887
2022-02-08,4W,Hyundai,2791
2022-02-08,4W,Tata Motors,972
2022-02-08,4W,Mahindra,2406
2022-02-08,4W,Kia,1829
2022-02-08,4W,Toyota,1669
2022-02-08,4W,Honda,1730
2022-02-08,4W,MG,837
2022-02-08,4W,Skoda,1682
2022-02-08,4W,Volkswagen,1945
2022-02-09,2W,Hero,11572
2022-02-09,2W,Honda,3650
2022-02-09,2W,TVS,6793
2022-02-09,2W,Bajaj,6025
2022-02-09,2W,Royal Enfield,11246
2022-02-09,2W,Yamaha,10832
2022-02-09,2W,Suzuki,7306
2022-02-09,2W,Ola Electric,5029
2022-02-09,2W,Ather,6085
2022-02-09,3W,Bajaj,1102
2022-02-09,3W,Piaggio,814
2022-02-09,3W,Mahindra,1451
2022-02-09,3W,TVS,1185
2022-02-09,3W,Atul,1178
2022-02-09,3W,Kinetic,1220
2022-02-09,4W,Maruti Suzuki,2635
2022-02-09,4W,Hyundai,1769
2022-02-09,4W,Tata Motors,2066
2022-02-09,4W,Mahindra,2089
2022-02-09,4W,Kia,1190
2022-02-09,4W,Toyota,757
2022-02-09,4W,Honda,1157
2022-02-09,4W,MG,2061
2022-02-09,4W,Skoda,2001
2022-02-09,4W,Volkswagen,1268
2022-02-10,2W,Hero,8017
2022-02-10,2W,Honda,9690
2022-02-10,2W,TVS,10003
2022-02-10,2W,Bajaj,10666
2022-02-10,2W,Royal Enfield,4651
2022-02-10,2W,Yamaha,8448
2022-02-10,2W,Suzuki,9377
2022-02-10,2W,Ola Electric,8218
2022-02-10,2W,Ather,4758
2022-02-10,3W,Bajaj,879
2022-02-10,3W,Piaggio,538
2022-02-10,3W,Mahindra,546
2022-02-10,3W,TVS,1249
2022-02-10,3W,Atul,1282
2022-02-10,3W,Kinetic,1005
2022-02-10,4W,Maruti Suzuki,2428
2022-02-10,4W,Hyundai,2827
2022-02-10,4W,Tata Motors,919
2022-02-10,4W,Mahindra,2702
2022-02-10,4W,Kia,1453
2022-02-10,4W,Toyota,2156
2022-02-10,4W,Honda,1498
2022-02-10,4W,MG,1986
2022-02-10,4W,Skoda,2067
2022-02-10,4W,Volkswagen,1565
2022-02-11,2W,Hero,5158
2022-02-11,2W,Honda,9641
2022-02-11,2W,TVS,8719
2022-02-11,2W,Bajaj,12443
2022-02-11,2W,Royal Enfield,8873
2022-02-11,2W,Yamaha,5310
2022-02-11,2W,Suzuki,11971
2022-02-11,2W,Ola Electric,5364
2022-02-11,2W,Ather,9825
2022-02-11,3W,Bajaj,803
2022-02-11,3W,Piaggio,791
2022-02-11,3W,Mahindra,1236
2022-02-11,3W,TVS,769
2022-02-11,3W,Atul,556
2022-02-11,3W,Kinetic,797
2022-02-11,4W,Maruti Suzuki,1665
2022-02-11,4W,Hyundai,1684
2022-02-11,4W,Tata Motors,1458
2022-02-11,4W,Mahindra,1176
2022-02-11,4W,Kia,1624
2022-02-11,4W,Toyota,1480
2022-02-11,4W,Honda,1606
2022-02-11,4W,MG,2124
2022-02-11,4W,Skoda,1048
2022-02-11,4W,Volkswagen,1257
2022-02-12,2W,Hero,7677
2022-02-12,2W,Honda,2874
2022-02-12,2W,TVS,6780
2022-02-12,2W,Bajaj,5133
2022-02-12,2W,Royal Enfield,2646
2022-02-12,2W,Yamaha,4017
2022-02-12,2W,Suzuki,6995
2022-02-12,2W,Ola Electric,6242
2022-02-12,2W,Ather,2622
2022-02-12,3W,Bajaj,544
2022-02-12,3W,Piaggio,436
2022-02-12,3W,Mahindra,337
2022-02-12,3W,TVS,478
2022-02-12,3W,Atul,614
2022-02-12,3W,Kinetic,373
2022-02-12,4W,Maruti Suzuki,603
2022-02-12,4W,Hyundai,1396
2022-02-12,4W,Tata Motors,1449
2022-02-12,4W,Mahindra,1097
2022-02-12,4W,Kia,755
2022-02-12,4W,Toyota,678
2022-02-12,4W,Honda,730
2022-02-12,4W,MG,811
2022-02-12,4W,Skoda,926
2022-02-12,4W,Volkswagen,1310
2022-02-13,2W,Hero,8005
2022-02-13,2W,Honda,5632
2022-02-13,2W,TVS,5202
2022-02-13,2W,Bajaj,2991
2022-02-13,2W,Royal Enfield,7827
2022-02-13,2W,Yamaha,4745
2022-02-13,2W,Suzuki,4727
2022-02-13,2W,Ola Electric,6704
2022-02-13,2W,Ather,5061
2022-02-13,3W,Bajaj,396
2022-02-13,3W,Piaggio,532
2022-02-13,3W,Mahindra,649
2022-02-13,3W,TVS,795
2022-02-13,3W,Atul,545
2022-02-13,3W,Kinetic,289
2022-02-13,4W,Maruti Suzuki,740
2022-02-13,4W,Hyundai,1377
2022-02-13,4W,Tata Motors,941
2022-02-13,4W,Mahindra,1546
2022-02-13,4W,Kia,1417
2022-02-13,4W,Toyota,773
2022-02-13,4W,Honda,554
2022-02-13,4W,MG,618
2022-02-13,4W,Skoda,1148
2022-02-13,4W,Volkswagen,1426
2022-02-14,2W,Hero,3998
2022-02-14,2W,Honda,8910
2022-02-14,2W,TVS,6400
2022-02-14,2W,Bajaj,11497
2022-02-14,2W,Royal Enfield,9580
2022-02-14,2W,Yamaha,6139
2022-02-14,2W,Suzuki,13101
2022-02-14,2W,Ola Electric,11564
2022-02-14,2W,Ather,9425
2022-02-14,3W,Bajaj,1526
2022-02-14,3W,Piaggio,1236
2022-02-14,3W,Mahindra,416
2022-02-14,3W,TVS,471
2022-02-14,3W,Atul,1049
2022-02-14,3W,Kinetic,631
2022-02-14,4W,Maruti Suzuki,2769
2022-02-14,4W,Hyundai,2809
2022-02-14,4W,Tata Motors,1892
2022-02-14,4W,Mahindra,2322
2022-02-14,4W,Kia,1415
2022-02-14,4W,Toyota,2539
2022-02-14,4W,Honda,2225
2022-02-14,4W,MG,2009
2022-02-14,4W,Skoda,1922
2022-02-14,4W,Volkswagen,1332
